user_id,video_id,watch_time_s,duration_s,watch_ratio
33,121,1.05,21.97,0.0479
33,155,3.55,41.34,0.0859
33,118,0.0,17.31,0.0
33,224,4.18,16.48,0.2536
33,280,16.75,41.29,0.4057
33,106,0.38,9.01,0.0424
33,142,15.09,24.14,0.6252
33,210,11.36,30.38,0.3738
33,308,3.76,24.36,0.1544
33,167,0.0,24.9,0.0
33,25,2.17,19.91,0.1087
33,233,12.13,53.96,0.2247
33,208,17.18,54.06,0.3178
33,398,10.07,30.22,0.3334
33,253,29.2,44.0,0.6636
33,19,47.65,53.15,0.8966
33,279,1.12,27.7,0.0406
33,34,1.09,22.74,0.0478
33,169,5.41,21.76,0.2488
33,11,36.83,44.74,0.8231
33,261,7.42,27.59,0.269
33,80,8.03,30.35,0.2646
33,379,11.32,16.72,0.677
33,87,20.39,50.76,0.4018
33,385,3.06,27.37,0.1119
33,369,12.99,42.26,0.3073
33,176,25.68,57.54,0.4462
33,321,4.76,39.32,0.1211
33,85,2.72,24.8,0.1098
33,157,5.74,36.28,0.1582
33,24,21.02,55.52,0.3787
33,197,16.55,57.3,0.2889
33,371,1.1,12.45,0.0882
33,206,0.0,40.56,0.0
33,100,23.69,58.62,0.4042
33,81,17.46,26.44,0.6603
33,39,0.0,20.4,0.0
33,21,4.39,29.06,0.1511
33,318,5.77,20.55,0.2808
33,47,3.75,19.78,0.1898
33,344,0.19,23.86,0.0081
33,370,4.6,52.69,0.0873
33,322,13.27,44.84,0.2959
33,131,6.32,14.53,0.4347
33,264,20.39,56.32,0.362
33,267,17.37,51.79,0.3354
33,86,1.89,41.62,0.0454
33,260,10.37,44.3,0.234
33,325,0.0,23.26,0.0
33,350,8.42,9.2,0.9153
33,6,0.57,15.45,0.0368
33,316,0.0,55.99,0.0
33,140,6.22,37.12,0.1675
33,319,28.43,40.92,0.6949
33,66,12.04,17.43,0.691
33,161,6.53,43.97,0.1485
33,178,6.65,11.61,0.5725
33,286,0.0,37.51,0.0
34,220,29.06,36.71,0.7917
34,211,1.34,22.77,0.0587
34,325,0.34,23.26,0.0148
34,98,4.74,49.09,0.0965
34,221,5.62,41.59,0.1352
34,195,5.86,48.29,0.1215
34,39,4.51,20.4,0.2211
34,56,1.25,11.56,0.1082
34,103,0.0,50.03,0.0
34,190,13.8,37.38,0.3691
34,241,0.0,17.09,0.0
34,321,3.56,39.32,0.0905
34,364,18.9,22.0,0.859
34,36,21.85,46.46,0.4703
34,384,21.29,44.88,0.4744
34,177,0.39,10.62,0.0369
34,142,3.86,24.14,0.1599
34,319,10.05,40.92,0.2457
34,294,4.71,53.39,0.0882
34,8,1.71,31.75,0.054
34,347,17.86,43.73,0.4083
34,15,7.36,51.61,0.1426
34,215,1.54,12.18,0.1261
34,90,6.88,23.22,0.2964
34,252,11.24,13.34,0.8431
34,74,0.0,24.83,0.0
34,254,8.36,27.83,0.3004
34,333,7.34,51.56,0.1423
34,166,2.51,23.9,0.1049
34,284,36.62,46.6,0.7857
34,197,6.45,57.3,0.1125
34,365,3.77,43.09,0.0874
34,37,21.22,32.42,0.6544
34,6,7.08,15.45,0.4579
34,341,0.0,38.31,0.0
34,32,17.3,50.38,0.3433
34,302,0.0,33.05,0.0
34,40,36.31,46.2,0.7859
34,94,2.03,14.21,0.143
34,27,18.86,34.71,0.5434
34,247,38.59,56.4,0.6842
34,338,1.47,22.36,0.0658
34,312,38.82,52.12,0.7447
34,352,18.11,22.22,0.8148
34,10,5.89,52.61,0.1119
34,268,8.12,31.26,0.2596
34,168,16.68,17.57,0.9496
34,121,0.15,21.97,0.0068
34,187,18.45,52.02,0.3546
34,202,1.38,9.99,0.1377
34,69,6.09,55.33,0.1101
34,9,14.24,41.48,0.3434
34,209,20.82,45.07,0.462
34,78,4.94,51.27,0.0963
34,45,0.0,52.28,0.0
34,106,0.16,9.01,0.0182
34,60,35.66,54.65,0.6525
34,350,3.5,9.2,0.3807
34,117,10.68,20.94,0.5101
34,259,1.56,38.54,0.0404
35,321,7.37,39.32,0.1874
35,319,28.12,40.92,0.6873
35,131,8.99,14.53,0.6186
35,97,1.13,17.97,0.0631
35,266,1.64,11.49,0.1431
35,398,6.12,30.22,0.2026
35,167,3.22,24.9,0.1295
35,94,2.87,14.21,0.2022
35,224,0.38,16.48,0.023
35,82,11.85,54.4,0.2178
35,148,9.77,56.26,0.1736
35,105,10.99,48.2,0.228
35,198,3.71,19.01,0.1953
35,278,5.4,28.71,0.188
35,70,2.85,47.89,0.0596
35,64,4.45,14.03,0.3172
35,382,42.31,57.14,0.7404
35,350,8.18,9.2,0.8888
35,357,0.19,12.8,0.0151
35,245,6.16,31.72,0.1942
35,222,12.15,12.15,1.0
35,50,1.44,30.41,0.0475
35,104,2.43,22.89,0.1062
35,53,6.13,29.95,0.2047
35,234,8.88,22.98,0.3863
35,189,0.0,20.12,0.0
35,74,3.32,24.83,0.1337
35,44,12.51,53.21,0.2352
35,247,2.38,56.4,0.0422
35,63,2.95,8.13,0.3626
35,6,1.52,15.45,0.0985
35,98,10.17,49.09,0.2072
35,323,32.75,46.77,0.7002
35,283,1.83,35.62,0.0512
35,226,27.15,46.3,0.5865
35,205,2.02,37.58,0.0538
35,140,2.63,37.12,0.0708
35,210,13.65,30.38,0.4493
35,42,2.39,12.11,0.197
35,249,0.0,57.2,0.0
35,195,4.67,48.29,0.0968
35,22,2.25,54.0,0.0417
35,66,16.68,17.43,0.9568
35,214,6.35,26.36,0.241
35,362,0.0,29.06,0.0
35,24,7.08,55.52,0.1275
35,241,0.91,17.09,0.0534
35,121,0.0,21.97,0.0
35,166,0.57,23.9,0.0239
35,371,1.24,12.45,0.0995
35,272,7.18,52.22,0.1375
35,200,2.07,11.55,0.1796
35,392,4.32,59.33,0.0728
35,182,5.07,39.65,0.1278
35,215,1.69,12.18,0.1386
35,179,25.32,34.93,0.7248
35,61,0.0,59.34,0.0
35,383,0.0,26.72,0.0
35,92,3.79,14.38,0.2638
35,90,22.13,23.22,0.9533
36,197,8.23,57.3,0.1437
36,287,0.0,55.55,0.0
36,51,0.0,37.96,0.0
36,176,28.03,57.54,0.4871
36,241,1.36,17.09,0.0794
36,386,6.36,29.07,0.2186
36,358,3.53,18.74,0.1886
36,245,0.0,31.72,0.0
36,129,0.02,12.16,0.0018
36,54,13.25,27.04,0.49
36,275,14.62,54.02,0.2706
36,208,16.96,54.06,0.3137
36,319,25.73,40.92,0.6287
36,202,1.02,9.99,0.1018
36,321,3.84,39.32,0.0978
36,123,21.57,57.03,0.3781
36,140,5.47,37.12,0.1474
36,368,1.37,46.31,0.0296
36,249,1.52,57.2,0.0266
36,381,6.23,27.83,0.224
36,26,0.0,12.54,0.0
36,372,4.37,23.44,0.1865
36,24,6.65,55.52,0.1198
36,55,7.93,12.4,0.6397
36,131,7.77,14.53,0.5346
36,209,31.15,45.07,0.6911
36,213,3.85,24.39,0.1579
36,9,3.52,41.48,0.0849
36,398,3.49,30.22,0.1157
36,149,21.4,26.11,0.8197
36,320,1.49,12.69,0.1175
36,375,7.3,39.96,0.1827
36,81,13.51,26.44,0.511
36,361,2.03,53.32,0.0381
36,226,19.67,46.3,0.4249
36,284,0.0,46.6,0.0
36,106,0.28,9.01,0.031
36,64,4.13,14.03,0.2947
36,365,9.21,43.09,0.2137
36,178,3.51,11.61,0.3019
36,380,0.31,18.12,0.017
36,312,8.72,52.12,0.1672
36,6,1.97,15.45,0.1276
36,53,0.0,29.95,0.0
36,96,1.83,10.46,0.1748
36,377,3.5,10.89,0.3215
36,62,7.87,48.85,0.1612
36,128,1.13,9.48,0.1187
36,18,0.56,14.94,0.0375
36,39,1.1,20.4,0.054
36,184,2.99,17.78,0.1684
36,248,4.35,28.62,0.1521
36,212,1.64,15.51,0.1055
36,20,2.14,22.63,0.0944
36,169,0.0,21.76,0.0
36,174,0.14,10.59,0.0132
36,371,0.0,12.45,0.0
36,133,1.25,12.07,0.1034
36,262,1.7,33.52,0.0506
36,198,5.06,19.01,0.266
37,348,0.0,22.4,0.0
37,280,20.07,41.29,0.4862
37,176,12.72,57.54,0.2211
37,237,7.63,43.15,0.1767
37,58,1.51,8.15,0.1848
37,321,9.03,39.32,0.2297
37,241,1.85,17.09,0.108
37,251,1.11,8.66,0.1286
37,316,18.15,55.99,0.3241
37,41,19.28,59.63,0.3234
37,18,4.15,14.94,0.2776
37,49,1.54,12.48,0.1238
37,30,0.0,51.82,0.0
37,325,6.19,23.26,0.2663
37,55,7.09,12.4,0.5713
37,163,8.28,23.94,0.3459
37,286,18.18,37.51,0.4847
37,108,1.16,39.1,0.0296
37,368,13.67,46.31,0.2952
37,369,3.2,42.26,0.0758
37,170,18.46,23.29,0.7925
37,254,11.38,27.83,0.4091
37,322,7.75,44.84,0.1729
37,393,13.5,53.66,0.2516
37,307,0.0,53.75,0.0
37,199,3.98,8.31,0.479
37,15,6.26,51.61,0.1213
37,278,5.86,28.71,0.2041
37,308,0.34,24.36,0.0141
37,148,10.07,56.26,0.1791
37,349,2.14,10.96,0.1948
37,255,5.6,51.34,0.109
37,164,0.0,22.63,0.0
37,100,25.95,58.62,0.4427
37,10,0.0,52.61,0.0
37,317,0.0,59.01,0.0
37,131,6.92,14.53,0.4764
37,347,26.89,43.73,0.6149
37,136,2.34,22.0,0.1064
37,128,6.88,9.48,0.7255
37,394,14.06,21.74,0.6468
37,245,4.95,31.72,0.1561
37,377,0.33,10.89,0.0304
37,52,3.31,21.44,0.1541
37,17,4.09,34.13,0.1199
37,6,0.0,15.45,0.0
37,353,1.81,18.78,0.0966
37,210,18.32,30.38,0.6032
37,233,8.75,53.96,0.1622
37,387,5.56,15.29,0.3638
37,330,6.51,20.32,0.3202
37,73,0.0,50.6,0.0
37,168,1.11,17.57,0.0634
37,154,2.17,19.56,0.1109
37,289,8.02,52.57,0.1526
37,345,5.26,14.29,0.368
37,344,7.88,23.86,0.3303
37,74,3.61,24.83,0.1456
37,67,8.6,11.15,0.7715
37,267,6.03,51.79,0.1164
38,326,0.0,14.03,0.0
38,338,12.61,22.36,0.5641
38,316,2.56,55.99,0.0457
38,240,7.12,45.09,0.1578
38,75,3.73,14.64,0.2551
38,178,2.08,11.61,0.1793
38,321,7.7,39.32,0.1959
38,275,0.84,54.02,0.0156
38,366,11.63,29.18,0.3986
38,253,1.48,44.0,0.0336
38,347,3.82,43.73,0.0873
38,368,0.17,46.31,0.0037
38,80,13.12,30.35,0.4325
38,73,17.48,50.6,0.3454
38,397,3.73,16.64,0.2241
38,135,17.37,49.74,0.3492
38,203,32.77,58.98,0.5556
38,197,14.15,57.3,0.2469
38,348,3.85,22.4,0.172
38,5,2.08,17.57,0.1185
38,226,8.11,46.3,0.1753
38,213,4.19,24.39,0.1716
38,47,3.65,19.78,0.1843
38,202,2.16,9.99,0.2158
38,358,9.82,18.74,0.524
38,23,0.41,18.78,0.0217
38,115,2.99,26.17,0.1144
38,274,13.25,45.1,0.2937
38,243,3.2,25.48,0.1256
38,154,9.59,19.56,0.4904
38,62,18.88,48.85,0.3865
38,166,2.75,23.9,0.1149
38,201,8.21,31.85,0.2579
38,180,1.2,23.07,0.0522
38,264,11.06,56.32,0.1963
38,69,0.0,55.33,0.0
38,172,14.51,31.21,0.465
38,370,16.91,52.69,0.321
38,9,5.84,41.48,0.1409
38,139,9.65,14.04,0.6868
38,79,5.03,11.97,0.4202
38,295,7.05,28.37,0.2485
38,354,5.23,10.63,0.4923
38,29,1.71,28.92,0.059
38,383,9.48,26.72,0.3549
38,52,1.97,21.44,0.0919
38,336,0.0,48.88,0.0
38,234,1.9,22.98,0.0827
38,13,0.97,33.28,0.0293
38,233,30.31,53.96,0.5617
38,398,12.55,30.22,0.4154
38,392,1.49,59.33,0.0251
38,359,1.64,30.78,0.0532
38,224,1.13,16.48,0.0684
38,332,0.0,30.99,0.0
38,307,12.28,53.75,0.2285
38,116,4.67,36.48,0.128
38,309,14.28,43.56,0.3279
38,121,0.59,21.97,0.0269
38,173,7.59,50.63,0.1498
39,262,1.02,33.52,0.0303
39,321,10.62,39.32,0.2701
39,364,17.01,22.0,0.7733
39,34,13.42,22.74,0.5901
39,36,22.13,46.46,0.4762
39,192,36.91,51.98,0.7101
39,43,0.43,24.58,0.0177
39,398,1.87,30.22,0.0619
39,309,4.7,43.56,0.1079
39,6,6.66,15.45,0.431
39,187,29.74,52.02,0.5718
39,73,12.27,50.6,0.2425
39,284,46.51,46.6,0.9979
39,110,9.07,37.22,0.2438
39,75,2.74,14.64,0.1871
39,22,4.95,54.0,0.0917
39,70,9.85,47.89,0.2057
39,157,19.64,36.28,0.5414
39,146,8.81,18.28,0.4821
39,27,18.24,34.71,0.5256
39,334,36.94,42.73,0.8645
39,76,12.98,15.05,0.8623
39,30,40.53,51.82,0.7821
39,87,0.0,50.76,0.0
39,266,0.26,11.49,0.0225
39,60,53.95,54.65,0.9873
39,10,12.92,52.61,0.2455
39,173,23.51,50.63,0.4644
39,399,4.08,22.77,0.1791
39,339,5.75,26.48,0.2169
39,95,0.0,48.77,0.0
39,278,18.83,28.71,0.6557
39,180,2.03,23.07,0.0881
39,158,1.24,28.68,0.0432
39,243,16.1,25.48,0.6318
39,264,3.06,56.32,0.0544
39,115,3.76,26.17,0.1438
39,374,0.0,35.1,0.0
39,281,3.24,29.06,0.1117
39,269,40.57,58.4,0.6947
39,113,8.32,14.81,0.5618
39,384,31.53,44.88,0.7026
39,288,20.13,48.62,0.4141
39,352,19.88,22.22,0.8945
39,141,5.66,32.21,0.1758
39,393,1.29,53.66,0.0241
39,188,0.32,11.56,0.0274
39,361,10.35,53.32,0.1941
39,212,7.81,15.51,0.5037
39,174,8.2,10.59,0.7744
39,205,34.74,37.58,0.9244
39,53,13.74,29.95,0.4589
39,29,6.04,28.92,0.2089
39,375,5.91,39.96,0.1479
39,252,12.48,13.34,0.9355
39,37,24.32,32.42,0.7502
39,241,2.99,17.09,0.1749
39,107,1.63,9.81,0.1663
39,332,2.32,30.99,0.075
39,152,23.47,38.35,0.6122
40,353,4.95,18.78,0.2633
40,321,11.4,39.32,0.2898
40,121,2.62,21.97,0.1193
40,58,0.48,8.15,0.0588
40,31,0.0,28.61,0.0
40,148,0.0,56.26,0.0
40,362,11.45,29.06,0.394
40,91,3.74,22.35,0.1675
40,118,2.55,17.31,0.1473
40,342,12.3,48.44,0.2538
40,87,9.5,50.76,0.1872
40,114,2.45,11.31,0.217
40,351,6.01,20.91,0.2873
40,380,11.47,18.12,0.6334
40,17,1.31,34.13,0.0383
40,152,5.01,38.35,0.1305
40,271,19.28,27.14,0.7104
40,154,2.0,19.56,0.1023
40,108,13.73,39.1,0.3513
40,269,8.73,58.4,0.1494
40,80,11.41,30.35,0.376
40,74,7.44,24.83,0.2996
40,322,13.65,44.84,0.3045
40,278,1.59,28.71,0.0553
40,254,6.67,27.83,0.2396
40,177,8.73,10.62,0.8226
40,298,33.22,40.73,0.8155
40,382,23.98,57.14,0.4197
40,19,15.43,53.15,0.2904
40,139,1.52,14.04,0.1086
40,97,2.62,17.97,0.1457
40,266,8.47,11.49,0.7377
40,173,7.92,50.63,0.1565
40,241,3.28,17.09,0.1921
40,312,5.38,52.12,0.1033
40,203,35.8,58.98,0.607
40,12,1.57,25.49,0.0618
40,338,0.0,22.36,0.0
40,53,2.24,29.95,0.0747
40,178,5.07,11.61,0.4367
40,393,21.54,53.66,0.4013
40,55,3.74,12.4,0.3016
40,387,0.68,15.29,0.0445
40,373,2.37,9.77,0.2422
40,283,12.21,35.62,0.3427
40,359,2.61,30.78,0.0849
40,267,25.3,51.79,0.4884
40,32,23.82,50.38,0.4728
40,253,8.83,44.0,0.2006
40,316,7.97,55.99,0.1424
40,215,3.28,12.18,0.2692
40,294,7.24,53.39,0.1356
40,202,1.36,9.99,0.1357
40,44,6.4,53.21,0.1202
40,357,4.84,12.8,0.3786
40,92,2.14,14.38,0.149
40,90,9.02,23.22,0.3886
40,54,6.64,27.04,0.2455
40,149,11.75,26.11,0.4499
40,176,9.89,57.54,0.1718
41,47,10.38,19.78,0.5248
41,56,1.0,11.56,0.0862
41,34,11.41,22.74,0.5017
41,177,3.94,10.62,0.3711
41,62,9.0,48.85,0.1842
41,390,4.73,30.32,0.156
41,183,3.58,39.67,0.0902
41,2,7.39,51.46,0.1436
41,286,0.87,37.51,0.0232
41,312,42.13,52.12,0.8083
41,379,4.4,16.72,0.2631
41,110,0.0,37.22,0.0
41,140,2.23,37.12,0.06
41,321,15.39,39.32,0.3913
41,273,20.66,36.49,0.5662
41,375,1.78,39.96,0.0446
41,398,2.47,30.22,0.0817
41,4,4.34,32.32,0.1344
41,174,5.37,10.59,0.5076
41,377,0.0,10.89,0.0
41,6,8.38,15.45,0.542
41,152,9.35,38.35,0.2437
41,30,36.15,51.82,0.6975
41,254,0.0,27.83,0.0
41,370,16.97,52.69,0.3221
41,241,4.49,17.09,0.2626
41,184,5.16,17.78,0.2904
41,287,2.16,55.55,0.0389
41,118,0.0,17.31,0.0
41,154,0.0,19.56,0.0
41,322,4.3,44.84,0.0958
41,82,20.07,54.4,0.3689
41,155,8.05,41.34,0.1947
41,278,12.84,28.71,0.4471
41,225,6.82,21.67,0.3146
41,187,23.29,52.02,0.4477
41,364,17.97,22.0,0.8168
41,98,7.71,49.09,0.157
41,284,40.04,46.6,0.8591
41,396,0.0,37.48,0.0
41,169,7.16,21.76,0.329
41,357,1.73,12.8,0.135
41,260,16.6,44.3,0.3748
41,113,3.15,14.81,0.2126
41,354,0.0,10.63,0.0
41,27,15.93,34.71,0.459
41,397,0.0,16.64,0.0
41,249,48.05,57.2,0.84
41,252,10.3,13.34,0.772
41,75,3.81,14.64,0.2605
41,274,13.24,45.1,0.2937
41,65,0.0,24.57,0.0
41,338,0.0,22.36,0.0
41,305,8.6,33.17,0.2592
41,73,23.48,50.6,0.4641
41,320,0.64,12.69,0.0502
41,251,1.78,8.66,0.2053
41,121,2.9,21.97,0.1319
41,269,47.27,58.4,0.8094
41,282,18.28,44.79,0.4081
42,364,15.49,22.0,0.7043
42,164,0.67,22.63,0.0295
42,79,3.15,11.97,0.2628
42,377,2.46,10.89,0.2263
42,278,14.39,28.71,0.5012
42,378,12.57,32.12,0.3914
42,196,3.89,20.95,0.1855
42,259,9.41,38.54,0.2442
42,139,4.94,14.04,0.3517
42,381,0.94,27.83,0.034
42,117,5.77,20.94,0.2756
42,372,4.45,23.44,0.1898
42,143,7.28,22.97,0.3169
42,321,6.9,39.32,0.1755
42,281,8.8,29.06,0.303
42,86,11.91,41.62,0.2861
42,398,5.26,30.22,0.1742
42,215,1.31,12.18,0.1076
42,30,28.25,51.82,0.545
42,299,6.73,54.83,0.1227
42,31,13.9,28.61,0.4858
42,313,18.98,49.46,0.3836
42,85,4.35,24.8,0.1754
42,50,14.65,30.41,0.4818
42,57,18.99,48.62,0.3906
42,284,30.78,46.6,0.6605
42,368,18.3,46.31,0.3952
42,138,28.27,57.5,0.4916
42,41,9.1,59.63,0.1526
42,274,23.63,45.1,0.524
42,334,25.92,42.73,0.6065
42,318,2.19,20.55,0.1067
42,212,8.36,15.51,0.5392
42,113,5.42,14.81,0.366
42,320,2.21,12.69,0.1745
42,342,0.0,48.44,0.0
42,94,4.96,14.21,0.3492
42,311,4.25,26.83,0.1586
42,160,2.16,53.64,0.0402
42,167,5.06,24.9,0.2032
42,16,8.86,43.5,0.2036
42,66,2.34,17.43,0.1343
42,115,6.74,26.17,0.2576
42,135,15.93,49.74,0.3203
42,154,5.35,19.56,0.2735
42,187,25.08,52.02,0.4822
42,89,21.77,51.97,0.4189
42,121,4.21,21.97,0.1918
42,51,7.42,37.96,0.1954
42,347,4.77,43.73,0.109
42,363,1.52,14.55,0.1048
42,322,4.38,44.84,0.0976
42,3,3.32,16.5,0.2012
42,352,13.39,22.22,0.6024
42,337,9.55,53.76,0.1776
42,248,2.43,28.62,0.0847
42,75,6.17,14.64,0.4216
42,114,3.25,11.31,0.2876
42,157,11.04,36.28,0.3043
42,65,2.06,24.57,0.0839
43,163,14.27,23.94,0.596
43,375,4.5,39.96,0.1126
43,131,0.8,14.53,0.055
43,346,24.92,46.55,0.5353
43,167,3.12,24.9,0.1253
43,292,3.28,41.0,0.0801
43,149,0.2,26.11,0.0077
43,331,8.46,48.31,0.1751
43,92,6.58,14.38,0.4577
43,67,1.62,11.15,0.1451
43,18,9.36,14.94,0.6266
43,160,10.36,53.64,0.1931
43,321,2.74,39.32,0.0696
43,201,14.42,31.85,0.4529
43,344,11.63,23.86,0.4876
43,258,19.34,26.33,0.7342
43,239,8.24,51.63,0.1596
43,217,1.51,21.42,0.0707
43,15,2.19,51.61,0.0424
43,262,17.27,33.52,0.5153
43,75,4.45,14.64,0.3042
43,33,5.93,13.86,0.4275
43,43,10.14,24.58,0.4127
43,69,14.76,55.33,0.2668
43,275,8.37,54.02,0.155
43,119,1.38,31.21,0.0441
43,121,1.58,21.97,0.0721
43,177,0.0,10.62,0.0
43,385,17.58,27.37,0.6425
43,106,3.74,9.01,0.4153
43,125,9.45,32.96,0.2865
43,104,4.0,22.89,0.1747
43,130,1.03,9.74,0.1054
43,123,11.39,57.03,0.1996
43,338,7.0,22.36,0.3129
43,393,12.44,53.66,0.2317
43,166,4.17,23.9,0.1745
43,353,0.0,18.78,0.0
43,44,10.57,53.21,0.1987
43,210,6.77,30.38,0.2228
43,336,14.85,48.88,0.3038
43,39,8.6,20.4,0.4218
43,399,2.67,22.77,0.1174
43,171,38.13,52.61,0.7246
43,218,5.52,36.08,0.1531
43,381,1.77,27.83,0.0636
43,372,6.22,23.44,0.2654
43,84,12.11,42.09,0.2876
43,199,5.91,8.31,0.7114
43,200,0.97,11.55,0.0842
43,379,0.94,16.72,0.0561
43,79,4.27,11.97,0.3567
43,392,16.57,59.33,0.2793
43,276,0.0,38.17,0.0
43,272,31.87,52.22,0.6103
43,307,5.42,53.75,0.1009
43,109,12.06,43.57,0.2769
43,194,8.51,25.07,0.3396
43,88,0.0,50.88,0.0
43,325,9.96,23.26,0.4282
44,149,6.22,26.11,0.2384
44,280,10.89,41.29,0.2638
44,248,2.63,28.62,0.0919
44,215,4.67,12.18,0.3834
44,96,1.87,10.46,0.1791
44,336,24.8,48.88,0.5075
44,209,10.2,45.07,0.2263
44,55,2.18,12.4,0.1759
44,39,8.0,20.4,0.3922
44,223,10.64,58.73,0.1811
44,249,4.28,57.2,0.0749
44,113,1.41,14.81,0.0954
44,94,1.95,14.21,0.1371
44,338,1.81,22.36,0.081
44,302,26.2,33.05,0.7927
44,58,0.06,8.15,0.0074
44,330,11.31,20.32,0.5564
44,21,2.48,29.06,0.0852
44,344,12.97,23.86,0.5435
44,343,1.57,50.05,0.0314
44,50,0.97,30.41,0.032
44,397,2.72,16.64,0.1633
44,365,13.69,43.09,0.3177
44,70,31.84,47.89,0.6649
44,286,28.55,37.51,0.7613
44,202,0.0,9.99,0.0
44,59,0.0,59.28,0.0
44,81,3.64,26.44,0.1377
44,80,0.14,30.35,0.0046
44,295,4.24,28.37,0.1493
44,253,4.97,44.0,0.1129
44,391,1.28,22.83,0.0558
44,126,2.63,20.36,0.1293
44,210,17.41,30.38,0.5731
44,160,6.06,53.64,0.113
44,166,4.23,23.9,0.177
44,255,0.0,51.34,0.0
44,322,1.4,44.84,0.0312
44,47,0.0,19.78,0.0
44,275,17.22,54.02,0.3188
44,321,1.4,39.32,0.0356
44,351,9.33,20.91,0.4463
44,155,7.85,41.34,0.1898
44,18,9.95,14.94,0.6657
44,230,2.78,24.33,0.1143
44,125,10.33,32.96,0.3134
44,234,3.85,22.98,0.1675
44,263,23.68,51.87,0.4566
44,68,51.25,55.68,0.9204
44,27,6.39,34.71,0.1841
44,319,8.55,40.92,0.2089
44,396,6.74,37.48,0.1799
44,24,5.45,55.52,0.0982
44,309,0.66,43.56,0.0152
44,65,15.76,24.57,0.6416
44,169,3.62,21.76,0.1662
44,74,5.76,24.83,0.2322
44,325,12.26,23.26,0.5272
44,307,1.03,53.75,0.0193
44,379,3.45,16.72,0.2061
45,333,7.45,51.56,0.1444
45,297,15.5,20.79,0.7455
45,157,0.0,36.28,0.0
45,193,18.1,58.35,0.3102
45,144,1.87,12.5,0.1495
45,135,10.34,49.74,0.2078
45,6,0.95,15.45,0.0616
45,114,0.0,11.31,0.0
45,304,1.9,25.92,0.0734
45,236,0.0,29.37,0.0
45,141,0.54,32.21,0.0167
45,77,14.88,29.27,0.5083
45,28,6.96,49.36,0.141
45,69,4.81,55.33,0.087
45,268,0.27,31.26,0.0086
45,375,24.53,39.96,0.6139
45,300,18.51,52.83,0.3503
45,150,3.4,24.44,0.1392
45,241,0.08,17.09,0.0045
45,56,1.94,11.56,0.1679
45,30,0.13,51.82,0.0024
45,23,8.93,18.78,0.4755
45,242,4.58,24.33,0.1881
45,253,0.0,44.0,0.0
45,377,0.61,10.89,0.0558
45,61,10.02,59.34,0.1689
45,221,7.24,41.59,0.174
45,282,0.0,44.79,0.0
45,10,23.83,52.61,0.453
45,120,10.97,29.3,0.3742
45,233,4.25,53.96,0.0788
45,298,2.68,40.73,0.0657
45,289,7.84,52.57,0.1491
45,26,4.92,12.54,0.3928
45,21,1.64,29.06,0.0566
45,346,18.67,46.55,0.401
45,65,8.92,24.57,0.3631
45,158,5.66,28.68,0.1974
45,341,19.83,38.31,0.5176
45,15,6.59,51.61,0.1278
45,345,1.57,14.29,0.1102
45,285,17.15,50.94,0.3367
45,167,7.74,24.9,0.3106
45,107,2.31,9.81,0.2356
45,229,11.62,20.39,0.5701
45,332,15.37,30.99,0.4961
45,88,19.86,50.88,0.3904
45,109,21.26,43.57,0.4878
45,215,3.41,12.18,0.2797
45,326,0.85,14.03,0.0603
45,186,6.65,31.65,0.2101
45,185,19.93,36.03,0.553
45,385,7.12,27.37,0.2603
45,234,3.32,22.98,0.1446
45,321,3.04,39.32,0.0774
45,294,6.42,53.39,0.1202
45,238,15.94,19.83,0.8039
45,179,0.32,34.93,0.0091
45,265,5.19,26.22,0.1979
45,343,17.62,50.05,0.3521
46,269,30.59,58.4,0.5237
46,312,24.64,52.12,0.4728
46,131,0.0,14.53,0.0
46,82,4.02,54.4,0.0738
46,321,11.79,39.32,0.2997
46,130,3.03,9.74,0.3107
46,110,7.73,37.22,0.2077
46,123,8.27,57.03,0.145
46,104,12.87,22.89,0.5625
46,55,3.14,12.4,0.2536
46,167,8.07,24.9,0.324
46,278,9.92,28.71,0.3456
46,40,27.41,46.2,0.5932
46,157,13.74,36.28,0.3787
46,376,0.0,21.21,0.0
46,202,3.63,9.99,0.3627
46,357,1.85,12.8,0.1443
46,102,0.13,10.35,0.0128
46,34,6.81,22.74,0.2993
46,377,0.2,10.89,0.0186
46,381,2.7,27.83,0.0971
46,299,10.48,54.83,0.1912
46,88,14.03,50.88,0.2758
46,280,0.94,41.29,0.0228
46,113,3.06,14.81,0.2065
46,101,6.87,27.95,0.2458
46,219,3.06,11.44,0.2674
46,172,3.81,31.21,0.122
46,95,17.29,48.77,0.3546
46,352,12.92,22.22,0.5812
46,24,0.0,55.52,0.0
46,212,8.51,15.51,0.549
46,207,12.17,29.75,0.409
46,45,5.94,52.28,0.1135
46,31,14.69,28.61,0.5133
46,190,5.94,37.38,0.1588
46,114,1.88,11.31,0.1658
46,103,6.21,50.03,0.1241
46,273,24.93,36.49,0.6833
46,387,0.0,15.29,0.0
46,174,5.85,10.59,0.5528
46,301,6.42,27.06,0.2374
46,52,2.57,21.44,0.12
46,156,5.71,27.72,0.2061
46,2,13.53,51.46,0.2629
46,143,0.0,22.97,0.0
46,350,0.72,9.2,0.0786
46,20,11.7,22.63,0.517
46,361,7.93,53.32,0.1488
46,249,32.91,57.2,0.5753
46,337,0.0,53.76,0.0
46,236,2.34,29.37,0.0797
